,Кодировка,Балл ЕГЭ,Код ученика
3312,rus_opt_w1_031118_11vpspb,78.0,s2063
3313,mat_ege_max_w2_061018_64aim,56.0,s2064
3314,eng_int_on_w2_050219_1kumsk,82.0,s2065
3315,rus_opt_on_w2_261118_mgnsk,94.0,s2066
3316,soc_ege_max_w1_050918_35chekb,61.0,s2067
3317,mat_ege_max_w1_030918_8chekb,72.0,s2067
3318,che_ege_max_w1_090918_66chekb,45.0,s2068
3319,soc_ege_max_on+class_w2_230918_1tula,76.0,s2069
3320,rus_ege_max_on+class_w2_230918_1tula,87.0,s2069
3321,rus_ege_int_ctp_mini_on_070219_1web,59.0,s2070
3322,bio_ege_max_on_w2_011018_50vpspb,60.0,s2071
3323,mat_ege_max_on_w2_031018_35Knn,27.0,s2071
3324,soc_ege_max_w1_050918_92kum,55.0,s2072
3325,mat_ege_max_w1_070918_55kum,62.0,s2072
3326,rus_ege_max_w1_080918_123okm,71.0,s2072
3327,soc_ege_int_w2_100219_15volgd,37.0,s2073
3328,che_ege_max_w1_070918_107vpspb,71.0,s2074
3329,eng_ege_max_w1_080918_2kum,78.0,s2075
3330,his_ege_max_w1_090918_30kum,54.0,s2075
3331,soc_ege_max_w1_040918_77kum,61.0,s2075
3332,rus_ege_max_w1_050918_124blm,67.0,s2075
3333,his_ege_max_w2_071018_42knn,79.0,s2076
3334,mat_ege_int_w2_040219_11vld,78.0,s2077
3335,lit_ege_max_w2_011018_37mgnsk,94.0,s2078
3336,mat_ege_max_w1_080918_59kum,50.0,s2079
3337,mat_ege_max_w1_080918_9mgnsk,68.0,s2080
3338,soc_ege_max_w2_041018_68vpspb,69.0,s2081
3339,his_ege_max_w2_031018_1volgd,49.0,s2082
3340,soc_ege_max_w2_041018_2volgd,56.0,s2082
3341,phi_ege_max_on_w1_050918_8kum,66.0,s2083
3342,rus_ege_max_w2_081018_rnd,55.0,s2084
3343,his_ege_opt_w1_041118_1rnd,0.0,s2084
3344,mat_ege_max_w1_030918_36vpspb,82.0,s2085
3345,inf_ege_max_w1_040918_41mgnsk,81.0,s2086
3346,mat_ege_max_w1_060918_10mgnsk,68.0,s2086
3347,mat_ege_max_w1_030918_7mgnsk,45.0,s2087
3348,his_ege_max_w2_041018_krnd,43.0,s2088
3349,bio_ege_max_w2_041018_60mgnsk,68.0,s2089
3350,soc_ege_int_w2_050219_2mgnsk,76.0,s2089
3351,mat_int_on_w2_100219_1kumsk,50.0,s2089
3352,rus_ege_max_w2_061018_6mgnsk,80.0,s2089
3353,phi_ege_max_w1_080918_137okm,48.0,s2090
3354,eng_ege_max_w1_080918_2kum,87.0,s2091
3355,his_ege_max_w1_050918_31okm,82.0,s2091
3356,soc_ege_max_w1_040918_77kum,86.0,s2091
3357,bio_ege_max_w2_021018_irk,70.0,s2092
3358,rus_opt_on_w2_261118_mgnsk,82.0,s2093
3359,soc_opt_on_w2_271118_chekb,77.0,s2093
3360,mat_ege_max_on_w2_031018_35Knn,70.0,s2093
3361,bio_ege_max_w1_050918_69chekb,74.0,s2094
3362,rus_ege_int_w1_140119_2chekb,82.0,s2095
3363,soc_ege_max_w1_030918_29chekb,76.0,s2096
3364,soc_ege_max_w2_011018_37chekb,89.0,s2097
3365,eng_ege_int_w2_060219_1kumsk,49.0,s2098
3366,mat_int_on_w2_100219_1kumsk,39.0,s2098
3367,rus_ege_max_w2_051018_5mgnsk,64.0,s2099
3368,rus_ege_max_w2_031018_5knn,98.0,s2100
3369,mat_ege_int_w2_090219_4knn,72.0,s2100
3370,soc_ege_opt_w1_301018_1rnd,20.0,s2101
3371,rus_ege_max_w2_081018_rnd,53.0,s2101
3372,his_ege_max_w1_080918_20vpspb,62.0,s2102
3373,his_ege_max_on_w1_050918_16kum,61.0,s2103
3374,eng_ege_max_w2_061018_8kum,69.0,s2104
3375,mat_ege_max_w2_031018_70kum,62.0,s2104
3376,his_ege_max_on_w1_050918_16kum,0.0,s2105
3377,soc_ege_max_w1_040918_77kum,94.0,s2106
3378,his_ege_sint_ctp_SLAB_on_150319_3web,63.0,s2107
3379,soc_ege_max_w1_080918_80okm,55.0,s2108
3380,mat_ege_max_w1_040918_43kum,74.0,s2108
3381,rus_opt_w1_041118_2mgnsk,56.0,s2109
3382,mat_opt_w1_041118_2mgnsk,27.0,s2109
3383,chm_ege_max_w2_041018_1volgd,50.0,s2110
3384,lit_opt_w2_261118_1aim,90.0,s2111
3385,rus_opt_w1_011118_8kum,73.0,s2111
3386,rus_ege_max_w1_040918_4mgnsk,61.0,s2112
3387,soc_ege_max_w1_090918_29knn,79.0,s2113
3388,rus_ege_max_w1_040918_4mgnsk,78.0,s2114
3389,mat_ege_max_w1_030918_7mgnsk,74.0,s2114
3390,his_ege_opt_w1_301118_1volgd,82.0,s2115
3391,soc_ege_int_w2_100219_15volgd,81.0,s2115
3392,bio_ege_max_w2_071018_48knn,84.0,s2116
3393,bio_ege_max_w1_090918_15kum,78.0,s2117
3394,che_ege_max_w1_060918_143kum,78.0,s2117
3395,soc_ege_opt_w2_021218_2irk,70.0,s2118
3396,rus_ege_max_w1_050918_24chekb,64.0,s2119
3397,soc_ege_max_w1_040918_30chekb,57.0,s2119
3398,his_ege_max_w1_030918_49chekb,37.0,s2119
3399,his_ege_max_w2_021018_22vpspb,91.0,s2120
3400,soc_ege_max_w1_030918_21mgnsk,79.0,s2121
3401,soc_ege_max_w1_060918_31chekb,78.0,s2122
3402,mat_ege_max_w1_030918_1chekb,78.0,s2122
3403,rus_opt_w1_271118_4chekb,94.0,s2122
3404,mat_ege_int_w2_070219_2mgnsk,74.0,s2123
3405,rus_ege_max_w1_031018_3volgd,70.0,s2124
3406,lit_ege_max_w2_051018_volgd,59.0,s2124
3407,inf_ege_max_w2_071018_1tlt,53.0,s2125
3408,rus_opt_w2_261118_3mgnsk,56.0,s2126
3409,inf_ege_opt_w1_031118_1irk,91.0,s2127
3410,soc_ege_max_w2_011018_4irk,59.0,s2128
3411,mat_ege_opt_w2_301118_1irk,39.0,s2128
3412,eng_ege_max_w2_031018_1irk,58.0,s2128
3413,soc_opt_w2_021218_10vpspb,64.0,s2129
3414,his_ege_max_on_w1_050918_16kum,86.0,s2130
3415,mat_int_on_w2_100219_1kumsk,70.0,s2130
3416,soc_ege_max_w1_030918_98blm,81.0,s2131
3417,rus_ege_max_w1_030918_120blm,85.0,s2131
3418,mat_ege_max_w1_090918_51okm,78.0,s2131
3419,lit_opt_on_w2_261118_kumsk,0.0,s2132
3420,mat_ege_max_w1_070918_56blm,68.0,s2133
3421,rus_ege_max_w2_021018_107kum,76.0,s2133
3422,che_ege_max_w1_030918_144okm,45.0,s2133
3423,mat_ege_90+_max_w2_041018_44vpspb,100.0,s2134
3424,soc_ege_max_w2_071018_2irk,68.0,s2135
3425,mat_ege_max_w1_070918_13mgnsk,45.0,s2136
3426,mat_ege_max_w2_071018_16knn,9.0,s2137
3427,lit_opt_on_w2_261118_kumsk,73.0,s2138
3428,soc_opt_w1_031118_2mgnsk,66.0,s2138
3429,mat_ege_max_w2_021018_46kum,56.0,s2139
3430,phi_ege_max_w2_041018_132kum,55.0,s2139
3431,soc_ege_max_w2_061018_78kum,54.0,s2140
3432,his_opt_w2_311018_4aim,63.0,s2141
3433,rus_opt_w2_021218_10vpspb,85.0,s2142
3434,phi_int_on_w2_060219_1kumsk,45.0,s2143
3435,rus_ege_max_w1_040918_121okm,71.0,s2144
3436,bio_ege_max_w1_060918_21kum,61.0,s2144
3437,che_ege_max_w1_060918_143kum,80.0,s2144
3438,his_ege_max_w1_090918_30kum,69.0,s2145
3439,eng_ege_int_w2_060219_1kumsk,88.0,s2146
3440,soc_ege_max_w1_040918_101blm,74.0,s2146
3441,mat_ege_on_personal_int_120219_36m,33.0,s2147
3442,mat_ege_int_w1_200119_1mgnsk,23.0,s2148
3443,soc_ege_max_w1_030918_21mgnsk,69.0,s2148
3444,mat_ege_max_w2_051018_1krsn,86.0,s2149
3445,rus_ege_max_w2_011018_4krsn,82.0,s2149
3446,phi_ege_max_w1_090918_44chekb,46.0,s2150
3447,soc_ege_max_w1_030918_98blm,70.0,s2151
3448,lit_ege_max_w1_070918_37kum,66.0,s2151
3449,phi_ege_max_on_w1_050918_8kum,86.0,s2152
3450,rus_ege_max_w1_060918_3knn,69.0,s2153
3451,phi_ege_max_w1_030918_19knn,42.0,s2153
3452,mat_ege_max_w1_050918_9knn,45.0,s2153
3453,mat_ege_max_w2_051018_1krsn,45.0,s2154
3454,phi_ege_max_w2_061018_2krsn,51.0,s2154
3455,rus_ege_max_w1_080918_23chekb,76.0,s2154
3456,mat_ege_max_w2_041018_13chekb,84.0,s2154
3457,soc_ege_int_w1_200119_6airmsk,76.0,s2155
3458,rus_ege_max_w2_061018_91vpspb,57.0,s2156
3459,rus_ege_int_w2_070219_1mgnsk,82.0,s2157
3460,soc_ege_max_w2_071018_26mgnsk,86.0,s2157
3461,soc_ege_max_w2_041018_2volgd,53.0,s2158
3462,mat_ege_max_w2_061018_2volgd,45.0,s2158
3463,bio_ege_int_w2_050219_1kumsk,91.0,s2159
3464,rus_ege_max_w1_040918_4mgnsk,80.0,s2160
3465,bio_ege_max_w2_041018_60mgnsk,52.0,s2160
3466,mat_ege_max_w1_050918_37vpspb,68.0,s2161
3467,rus_opt_w1_271118_4chekb,0.0,s2162
3468,phi_ege_max_on_w2_051018_36chekb,62.0,s2163
3469,his_ege_max_on_w1_050918_16kum,0.0,s2164
3470,soc_ege_max_w1_090918_84blm,64.0,s2165
3471,mat_ege_max_w1_090918_41blm,56.0,s2165
3472,soc_ege_max_w2_011018_4irk,76.0,s2166
3473,rus_ege_max_w2_061018_3irk,71.0,s2166
3474,mat_ege_max_w1_090918_11knn,56.0,s2167
3475,rus_opt_on_w2_261118_mgnsk,82.0,s2168
3476,eng_ege_max_w2_031018_1tlt,76.0,s2169
3477,mat_ege_max_w1_040918_43kum,62.0,s2170
3478,soc_ege_max_w2_041018_68vpspb,96.0,s2171
3479,inf_opt_on_w2_021218_knn,83.0,s2172
3480,mat_ege_max_on_w1_040918_4kum,84.0,s2172
3481,his_ege_max_w2_071018_vld,0.0,s2173
3482,bio_ege_max_on_w1_050918_19kum,69.0,s2174
3483,mat_ege_max_on_w1_040918_4kum,50.0,s2174
3484,che_ege_max_on_w1_030918_18kum,68.0,s2174
3485,phi_ege_max_w1_090918_94vpspb,76.0,s2175
3486,mat_ege_max_w1_080918_34vpspb,76.0,s2175
3487,mat_ege_max_on_w2_031018_35Knn,56.0,s2176
3488,soc_ege_max_w2_071018_26mgnsk,54.0,s2177
3489,che_ege_opt_w2_261118_1krsn,65.0,s2178
3490,his_ege_max_on_w1_050918_16kum,71.0,s2179
3491,soc_ege_max_on_w1_040918_10kum,67.0,s2179
3492,mat_int_on_w2_100219_1kumsk,68.0,s2179
3493,mat_ege_max_w2_051018_58aim,84.0,s2180
3494,mat_ege_max_w2_021018_41vpspb,72.0,s2181
3495,mat_ege_max_w1_090918_39vpspb,88.0,s2182
3496,soc_ege_max_w1_030918_58vpspb,74.0,s2183
3497,rus_ege_max_w2_061018_91vpspb,89.0,s2183
3498,mat_ege_max_w2_021018_41vpspb,62.0,s2183
3499,his_ege_max_on_w1_050918_16kum,0.0,s2184
3500,phi_ege_max_on_w2_051018_36chekb,39.0,s2185
3501,soc_ege_max_w2_071018_40chekb,65.0,s2186
3502,soc_ege_int_w1_200119_6airmsk,60.0,s2187
3503,his_ege_max_w2_031018_54chekb,84.0,s2188
3504,mat_ege_max_w1_080918_61blm,74.0,s2189
3505,soc_ege_max_w1_080918_100blm,79.0,s2189
3506,rus_opt_on_w2_261118_mgnsk,89.0,s2190
3507,rus_ege_max_w1_061018_1volgd,55.0,s2191
3508,phi_ege_max_w2_071018_1volgd,44.0,s2191
3509,eng_opt_w2_301118_1knn,91.0,s2192
3510,his_ege_max_w2_071018_42knn,50.0,s2192
3511,lit_ege_max_w2_051018_39knn,73.0,s2192
3512,mat_ege_max_w1_050918_3chekb,80.0,s2193
3513,inf_ege_max_on_w1_040918_20vpspb,88.0,s2194
3514,phi_opt_w2_291118_1knn,48.0,s2195
3515,mat_ege_max_w1_050918_12mgnsk,82.0,s2196
3516,mat_ege_max_w1_060918_73blm,74.0,s2197
3517,soc_ege_opt_w2_101218_16surgt,57.0,s2198
3518,lit_ege_max_w2_051018_39knn,43.0,s2199
3519,eng_ege_max_w2_041018_35knn,48.0,s2199
3520,mat_ege_max_w2_061018_45vpspb,39.0,s2200
3521,rus_ege_max_w2_061018_91vpspb,70.0,s2200
3522,soc_ege_max_w2_041018_68vpspb,51.0,s2200
3523,rus_ege_max_w1_030918_120blm,71.0,s2201
3524,mat_ege_max_w1_050918_69blm,68.0,s2201
3525,soc_ege_max_w2_061018_78kum,66.0,s2202
3526,bio_ege_max_on_w2_011018_50vpspb,60.0,s2203
3527,phi_ege_max_w1_090918_94vpspb,40.0,s2204
3528,rus_ege_max_w1_090918_84vpspb,55.0,s2204
3529,soc_ege_max_on+class_w2_230918_1tula,48.0,s2205
3530,mat_ege_max_w2_071018_19mgnsk,56.0,s2206
3531,soc_ege_max_w2_071018_2irk,54.0,s2207
3532,phi_ege_max_w2_021018_100vpspb,82.0,s2208
3533,mat_ege_max_w1_050918_12mgnsk,62.0,s2209
3534,rus_ege_max_w1_030918_1mgnsk,69.0,s2209
3535,rus_opt_w1_011118_8kum,69.0,s2210
3536,rus_ege_opt_w2_011218_2krsn,87.0,s2211
3537,mat_ege_opt_w2_011218_3krsn,70.0,s2211
3538,bio_ege_max_w1_040918_9vpspb,59.0,s2212
3539,phi_ege_max_w2_021018_100vpspb,76.0,s2213
3540,mat_ege_max_w1_040918_8mgnsk,62.0,s2214
3541,inf_ege_max_w1_050918_15vpspb,75.0,s2215
3542,mat_ege_max_w1_060918_32vpspb,72.0,s2215
3543,eng_ege_max_w2_061018_8kum,60.0,s2216
3544,soc_ege_max_w1_030918_98blm,66.0,s2216
3545,mat_ege_max_w1_040918_44blm,68.0,s2216
3546,mat_opt_w1_011218_10aim,56.0,s2217
3547,eng_ege_max_w2_061018_8kum,92.0,s2218
3548,rus_int_on_w1_070219_1kumsk,87.0,s2218
3549,soc_ege_max_w1_040918_77kum,87.0,s2218
3550,his_int_on_w2_080219_1kumsk,47.0,s2218
3551,rus_ege_max_w2_280918_2irk,87.0,s2219
3552,phi_ege_max_w2_061018_1irk,46.0,s2219
3553,his_ege_max_w1_090918_46mgnsk,72.0,s2220
3554,rus_ege_max_w1_050918_77mgnsk,60.0,s2220
3555,mat_ege_int_baza_120219_1mgnsk,56.0,s2220
3556,mat_ege_max_w1_070918_13mgnsk,56.0,s2220
3557,phi_ege_max_on_w1_050918_8kum,0.0,s2221
3558,mat_ege_max_on_w1_040918_4kum,68.0,s2221
3559,mat_ege_max_on_w2_031018_35Knn,74.0,s2222
3560,his_ege_max_w2_071018_52chekb,61.0,s2223
3561,bio_ege_opt_w2_011218_6mgnsk,60.0,s2224
3562,rus_opt_w1_041118_2mgnsk,73.0,s2224
3563,soc_opt_w2_011218_1knn,66.0,s2225
3564,rus_opt_w2_261118_1knn,73.0,s2225
3565,soc_ege_max_on_w1_040918_10kum,84.0,s2226
3566,mat_opt_w2_271118_1knn,76.0,s2227
3567,phi_ege_int_w2_070219_1chekb,48.0,s2228
3568,inf_ege_max_w2_071018_1tlt,50.0,s2229
3569,che_ege_max_w2_061018_109vpspb,71.0,s2230
3570,mat_ege_max_w2_061018_45vpspb,74.0,s2230
3571,soc_ege_max_w2_071018_91kum,68.0,s2231
3572,mat_opt_w1_041118_4chekb,24.0,s2232
3573,bio_ege_max_on_w2_011018_50vpspb,36.0,s2233
3574,his_ege_max_w1_030918_49chekb,77.0,s2234
3575,soc_ege_max_on_w1_040918_10kum,84.0,s2235
3576,mat_ege_max_on_w1_090918_6kum,68.0,s2235
3577,bio_opt_w2_281118_2chekb,82.0,s2236
3578,soc_ege_max_w1_060918_31chekb,63.0,s2237
3579,rus_ege_max_w1_070918_22chekb,85.0,s2237
3580,his_ege_max_w1_090918_46mgnsk,89.0,s2238
3581,eng_ege_max_w1_070918_49mgnsk,90.0,s2238
3582,phi_ege_max_on_w1_050918_8kum,68.0,s2239
3583,soc_ege_int_on+class_w2_090219_1tula,72.0,s2240
3584,mat_opt_w1_041118_4chekb,45.0,s2240
3585,rus_opt_on_w2_261118_mgnsk,80.0,s2241
3586,phi_ege_max_w1_050918_135kum,72.0,s2242
3587,soc_opt_w2_021218_8aim,68.0,s2243
3588,eng_ege_on_personal_god_031218_35m,68.0,s2243
3589,che_ege_max_w1_070918_107vpspb,58.0,s2244
3590,rus_opt_on_w2_261118_mgnsk,70.0,s2245
3591,bio_ege_max_w2_041018_60mgnsk,68.0,s2246
3592,his_ege_max_w1_090918_30kum,84.0,s2247
3593,inf_opt_on_w2_021218_knn,97.0,s2248
3594,his_ege_max_w1_090918_21vpspb,98.0,s2249
3595,rus_ege_max_w1_050918_80vpspb,71.0,s2249
3596,mat_ege_max_on_w1_030918_3kum,70.0,s2250
3597,phi_int_on_w2_060219_1kumsk,42.0,s2250
3598,his_ege_max_w2_071018_34kum,67.0,s2251
3599,che_int_on_w2_050219_1kumsk,81.0,s2252
3600,phi_ege_max_on_w1_060918_9vpspb,47.0,s2253
3601,mat_ege_max_on_w1_040918_4kum,70.0,s2253
3602,mat_ege_max_w1_050918_69blm,92.0,s2254
3603,inf_ege_max_on_w1_040918_20vpspb,72.0,s2255
3604,mat_ege_max_on_w2_031018_35Knn,78.0,s2255
3605,soc_ege_max_on+class_w2_230918_1tula,81.0,s2256
3606,rus_ege_opt_on+class_w2_011218_1tula,91.0,s2256
3607,eng_ege_max_w1_090918_50mgnsk,85.0,s2257
3608,soc_ege_max_on_w1_040918_10kum,46.0,s2258
3609,mat_ege_max_on_w1_030918_3kum,33.0,s2258
3610,phi_ege_int_on+class_w2_100219_1tula,52.0,s2259
3611,mat_ege_max_w1_050918_31vpspb,82.0,s2260
3612,mat_ege_max_on_w1_040918_4kum,90.0,s2261
3613,inf_ege_max_on_w1_040918_20vpspb,91.0,s2261
3614,mat_ege_int_w2_070219_14yar,68.0,s2262
3615,soc_ege_max_w1_050918_35chekb,92.0,s2263
3616,rus_opt_on_w2_261118_mgnsk,82.0,s2264
3617,soc_ege_max_on_w1_040918_10kum,84.0,s2265
3618,inf_ege_max_w1_040918_41mgnsk,34.0,s2266
3619,mat_ege_max_w1_030918_7mgnsk,33.0,s2266
3620,lit_opt_on_w2_261118_kumsk,73.0,s2267
3621,mat_ege_max_w2_041018_13chekb,68.0,s2268
3622,soc_ege_max_w1_040918_30chekb,69.0,s2268
3623,eng_ege_max_w2_061018_10okm,93.0,s2269
3624,soc_ege_max_w1_030918_99okm,87.0,s2269
3625,soc_ege_max_w1_080918_33chekb,57.0,s2270
3626,his_ege_max_w1_060918_50chekb,54.0,s2270
3627,mat_ege_max_w1_050918_69blm,76.0,s2271
3628,mat_ege_max_w1_050918_69blm,74.0,s2272
3629,inf_ege_max_w1_040918_25kum,81.0,s2272
3630,che_ege_max_w1_090918_66chekb,41.0,s2273
3631,rus_ege_max_w1_070918_22chekb,61.0,s2273
3632,bio_ege_max_w1_050918_69chekb,63.0,s2273
3633,che_ege_max_w1_030918_144okm,58.0,s2274
3634,his_ege_max_w1_040918_41knn,93.0,s2275
3635,che_ege_max_w1_090918_66chekb,98.0,s2276
3636,rus_ege_int_w1_140119_2chekb,55.0,s2277
3637,mat_ege_max_w1_070918_33vpspb,76.0,s2278
3638,inf_ege_max_w1_090918_18vpspb,73.0,s2278
3639,soc_ege_max_w2_051018_surgt,55.0,s2279
3640,mat_ege_int_w1_200119_1mgnsk,62.0,s2280
3641,rus_ege_sint_lvl2_SRED_310319_6mgnsk,73.0,s2280
3642,rus_ege_sint_SRED_on_170319_1web,89.0,s2281
3643,mat_ege_max_w1_040918_2chekb,45.0,s2282
3644,phi_ege_max_w2_021018_100vpspb,78.0,s2283
3645,his_ege_max_w2_031018_54chekb,72.0,s2284
3646,mat_ege_max_on_w1_030918_3kum,62.0,s2285
3647,mat_ege_max_w1_040918_2chekb,56.0,s2286
3648,phi_ege_max_w2_021018_46chekb,36.0,s2287
3649,rus_ege_max_w1_050918_24chekb,60.0,s2287
3650,soc_ege_max_w2_061018_78kum,87.0,s2288
3651,eng_ege_baza_max_w2_011018_7kum,95.0,s2288
3652,mat_ege_max_w2_031018_70kum,70.0,s2288
3653,his_ege_max_w1_090918_30kum,68.0,s2289
3654,soc_ege_int_w2_090219_7kumsk,76.0,s2289
3655,mat_ege_sint_lvl2_SRED_220319_8oktmsk,72.0,s2290
3656,rus_ege_sint_lvl3_SLAB_240319_12oktmsk,82.0,s2290
3657,rus_ege_int_w2_070219_1mgnsk,69.0,s2291
3658,soc_ege_int_w2_050219_2mgnsk,52.0,s2291
3659,mat_ege_max_on_w1_040918_4kum,50.0,s2292
3660,soc_ege_max_on_w2_011018_38vpspb,92.0,s2293
3661,mat_ege_max_w1_070918_33vpspb,39.0,s2294
3662,eng_ege_max_w1_050918_2vpspb,56.0,s2294
3663,mat_ege_max_w2_021018_46kum,33.0,s2295
3664,soc_opt_on_w2_271118_chekb,76.0,s2296
3665,rus_ege_int_w2_070219_4vspb,76.0,s2297
3666,che_ege_max_w1_050918_108vpspb,52.0,s2297
3667,his_ege_max_w2_031018_48mgnsk,58.0,s2298
3668,soc_ege_max_w1_070918_36chekb,97.0,s2299
3669,rus_ege_max_w1_050918_24chekb,78.0,s2299
3670,his_ege_max_w1_060918_50chekb,91.0,s2299
3671,rus_ege_max_w1_060918_3knn,73.0,s2300
3672,mat_ege_max_w1_030918_8knn,68.0,s2300
3673,che_ege_max_w2_061018_141kum,38.0,s2301
3674,soc_ege_max_w1_070918_36chekb,63.0,s2302
3675,rus_ege_max_w1_050918_24chekb,70.0,s2302
3676,rus_ege_max_w2_011018_88vpspb,62.0,s2303
3677,rus_ege_max_w1_070918_82vpspb,100.0,s2304
3678,phi_ege_max_w1_090918_44chekb,60.0,s2305
3679,soc_ege_max_w2_011018_102aim,0.0,s2306
3680,his_ege_max_w2_071018_52chekb,63.0,s2307
3681,rus_opt_w1_271118_4chekb,76.0,s2307
3682,bio_ege_max_on_w2_011018_50vpspb,73.0,s2308
3683,soc_ege_max_on+class_w2_230918_1tula,70.0,s2309
3684,mat_ege_max_on+class_w2_230918_1tula,70.0,s2309
3685,rus_ege_max_w1_080918_4knn,85.0,s2310
3686,mat_ege_max_w1_030918_8knn,56.0,s2310
3687,his_opt_w2_281118_2mgnsk,58.0,s2311
3688,rus_opt_w2_261118_3mgnsk,72.0,s2311
3689,soc_ege_max_on_w1_040918_10kum,87.0,s2312
3690,mat_ege_max_w2_041018_14knn,33.0,s2313
3691,phi_opt_w2_011218_3chekb,44.0,s2314
3692,mat_opt_w1_041118_4chekb,50.0,s2314
3693,soc_ege_max_on_w1_040918_10kum,60.0,s2315
3694,inf_int_on_w2_070219_1kumsk,73.0,s2315
3695,phi_ege_max_on_w1_050918_8kum,0.0,s2316
3696,soc_ege_int_w2_090219_5vspb,63.0,s2317
3697,rus_opt_w2_261118_1knn,89.0,s2318
3698,INF_EGE_MAX_W1_080918_26Okm,83.0,s2319
3699,mat_ege_max_w1_070918_55kum,76.0,s2319
3700,rus_ege_max_w2_031018_5knn,89.0,s2320
3701,phi_ege_max_w1_030918_19knn,76.0,s2320
3702,mat_ege_max_w1_050918_9knn,76.0,s2320
3703,bio_ege_max_w2_021018_irk,93.0,s2321
3704,phi_ege_max_on_w1_050918_8kum,74.0,s2322
3705,mat_ege_max_on_w1_040918_4kum,90.0,s2322
3706,rus_ege_max_w2_061018_3irk,67.0,s2323
3707,his_ege_max_w2_071018_42knn,57.0,s2324
3708,rus_ege_max_w2_051018_6knn,65.0,s2324
3709,soc_ege_max_w2_071018_31knn,59.0,s2324
3710,rus_ege_opt_w2_011218_2irk,89.0,s2325
3711,inf_ege_opt_w1_031118_1irk,77.0,s2325
3712,soc_ege_max_w1_070918_32chekb,97.0,s2326
3713,mat_opt_on_w2_271118_knn,74.0,s2327
3714,rus_opt_w1_031118_11vpspb,96.0,s2328
3715,soc_ege_max_w1_090918_29knn,62.0,s2329
3716,rus_ege_max_w1_030918_1knn,91.0,s2329
3717,his_ege_max_w1_040918_41knn,44.0,s2329
3718,soc_ege_max_w2_011018_37chekb,76.0,s2330
3719,rus_ege_max_w2_021018_26chekb,78.0,s2330
3720,bio_ege_max_on_w1_050918_19kum,72.0,s2331
3721,mat_ege_int_w1_190119_1chekb,74.0,s2332
3722,soc_opt_w2_261118_7aim,77.0,s2333
3723,bio_ege_int_w2_050219_1kumsk,76.0,s2334
3724,rus_ege_max_w2_021018_85vpspb,89.0,s2335
3725,mat_ege_90+_max_w2_041018_44vpspb,86.0,s2335
3726,inf_ege_max_w1_050918_15vpspb,81.0,s2335
3727,mat_ege_max_w1_060918_4chekb,76.0,s2336
3728,phi_ege_max_w1_050918_41chekb,66.0,s2336
3729,rus_ege_max_w1_070918_22chekb,76.0,s2336
3730,soc_ege_max_w2_041018_3irk,84.0,s2337
3731,mat_ege_max_w1_050918_12mgnsk,62.0,s2338
3732,rus_ege_max_w1_030918_1mgnsk,87.0,s2338
3733,phi_ege_max_on_w2_051018_36chekb,58.0,s2339
3734,lit_ege_max_w1_040918_26vpspb,80.0,s2340
3735,eng_ege_max_w1_050918_2vpspb,53.0,s2340
3736,phi_ege_max_on+class_w2_230918_1tula,49.0,s2341
3737,soc_ege_int_w2_090219_7kumsk,42.0,s2342
3738,mat_ege_int_w2_070219_7airmsk,27.0,s2342
3739,phi_ege_max_on_w2_051018_36chekb,70.0,s2343
3740,mat_ege_max_on_w2_031018_35Knn,86.0,s2343
3741,eng_ege_max_w2_031018_2krsn,61.0,s2344
3742,his_ege_max_w1_030918_49chekb,69.0,s2345
3743,lit_ege_max_w1_070918_37kum,97.0,s2346
3744,his_ege_max_on_w1_050918_16kum,0.0,s2347
3745,mat_ege_max_w2_061018_45vpspb,72.0,s2348
3746,phi_ege_max_w1_090918_94vpspb,58.0,s2348
3747,phi_ege_max_w2_041018_132kum,52.0,s2349
3748,mat_ege_max_w2_031018_70kum,62.0,s2349
3749,soc_ege_max_w1_030918_99okm,81.0,s2350
3750,rus_ege_int_w2_080219_3knn,87.0,s2351
3751,soc_ege_max_w1_060918_27knn,72.0,s2351
3752,mat_ege_max_w1_050918_9knn,50.0,s2351
3753,bio_ege_max_w1_050918_46knn,76.0,s2352
3754,che_ege_max_w2_071018_45knn,89.0,s2352
3755,mat_ege_sint_lvl1_SILN_220319_4knn,80.0,s2352
3756,mat_ege_int_w2_100219_15krsn,45.0,s2353
3757,his_ege_max_on_w1_050918_16kum,56.0,s2354
3758,soc_ege_max_on_w1_040918_10kum,84.0,s2354
3759,lit_int_on_w2_050219_1kumsk,73.0,s2355
3760,mat_int_on_w2_100219_1kumsk,4.0,s2355
3761,mat_ege_max_w2_041018_5irk,56.0,s2356
3762,soc_ege_max_w2_071018_1irk,68.0,s2356
3763,eng_ege_max_w2_031018_1irk,79.0,s2356
3764,mat_ege_max_w2_061018_45vpspb,70.0,s2357
3765,soc_ege_max_w1_050918_92kum,42.0,s2358
3766,rus_ege_max_w1_070918_118kum,56.0,s2358
3767,INF_EGE_MAX_W1_080918_26Okm,68.0,s2359
3768,mat_ege_max_w1_060918_73blm,62.0,s2359
3769,mat_ege_max_w2_061018_64aim,84.0,s2360
3770,che_ege_max_w1_050918_65chekb,0.0,s2361
3771,mat_ege_max_w1_080918_9mgnsk,27.0,s2362
3772,che_ege_max_on_w1_030918_18kum,89.0,s2363
3773,soc_ege_max_w1_080918_80okm,66.0,s2364
3774,mat_ege_max_w1_060918_74okm,74.0,s2364
